Date,Open,High,Low,Close,Adj Close,Volume,normolize,
2000/8/4,61.3535,64.358597,61.3535,62.856098,36.970604,80865633783,-0.441594612,
2000/8/7,63.106602,63.106602,61.103401,61.604099,36.234203,88230500107,-0.466404714,
2000/8/8,61.604099,63.106602,61.103401,62.856098,36.970604,87806294459,-0.441594612,
2000/8/9,63.357201,65.109802,63.357201,65.109802,38.296177,97692055069,-0.396934331,
2000/8/10,65.861099,66.612396,65.109802,66.612396,39.17997,1.02E+11,-0.36715834,
2000/8/11,66.111702,66.612396,65.611,65.611,38.590977,55832813460,-0.387002395,
2000/8/14,65.611,65.861099,64.6092,65.109802,38.296177,42591716915,-0.396934331,
2000/8/15,66.111702,66.111702,64.859703,65.360397,38.443573,53931308249,-0.391968442,
2000/8/16,65.360397,67.614197,65.360397,67.614197,39.769211,77309219088,-0.347306259,
2000/8/17,68.616096,69.617401,68.114899,69.116798,40.653008,93825416715,-0.31753013,
2000/8/18,69.617401,70.368698,69.367302,69.867996,41.094849,86628719445,-0.302644096,
2000/8/21,69.367302,69.617401,68.866203,69.116798,40.653008,50032380969,-0.31753013,
2000/8/22,69.116798,69.116798,67.864799,68.616096,40.358505,47266778294,-0.327452236,
2000/8/23,68.616096,68.616096,68.616096,68.616096,40.358505,0,-0.327452236,
2000/8/24,69.116798,70.368698,69.116798,69.867996,41.094849,86961291207,-0.302644096,
2000/8/25,70.118599,70.368698,69.617401,70.368698,41.389347,67969841251,-0.292721989,
2000/8/28,69.867996,69.867996,68.616096,69.116798,40.653008,41797975977,-0.31753013,
2000/8/29,69.116798,69.116798,67.113503,68.616096,40.358505,70881331540,-0.327452236,
2000/8/30,68.114899,69.116798,67.614197,67.614197,39.769211,55343471677,-0.347306259,
2000/8/31,66.612396,67.614197,66.612396,67.363602,39.621815,59711829931,-0.352272148,
2000/9/1,67.614197,67.614197,64.859703,65.109802,38.296177,78236365365,-0.396934331,
2000/9/4,66.612396,66.862999,65.861099,66.862999,39.32737,37302003559,-0.362192293,
2000/9/5,66.862999,67.363602,66.111702,67.113503,39.474712,44200013689,-0.357228208,
2000/9/6,66.111702,66.362297,65.109802,65.611,38.590977,57121749852,-0.387002395,
2000/9/7,63.357201,64.108498,62.605999,62.856098,36.970604,67406789060,-0.441594612,
2000/9/8,62.856098,63.357201,62.104801,62.3554,36.676102,53151307811,-0.45151664,
2000/9/11,61.854698,62.605999,61.854698,62.104801,36.528706,59550214486,-0.456482607,
2000/9/12,62.104801,62.104801,62.104801,62.104801,36.528706,0,-0.456482607,
2000/9/13,61.103401,62.605999,59.3503,62.104801,36.528706,1.19E+11,-0.456482607,
2000/9/14,60.852901,61.604099,59.851002,60.101601,35.35046,58547687110,-0.496178803,
2000/9/15,61.103401,62.104801,60.101601,61.3535,36.086807,82176439151,-0.471370682,
2000/9/18,60.101601,61.103401,59.3503,60.602299,35.644962,97868065124,-0.486256775,
2000/9/19,59.099701,59.851002,56.595901,56.595901,33.288483,1.33E+11,-0.565649127,
2000/9/20,57.847801,58.348499,56.595901,57.597198,33.877426,1.20E+11,-0.545807033,
2000/9/21,56.595901,57.847801,55.844101,57.3466,33.73003,68452383613,-0.550772981,
2000/9/22,53.340199,54.091499,53.340199,53.340199,31.373554,1.33E+11,-0.630165392,
2000/9/25,54.091499,54.341599,52.338402,53.340199,31.373554,88873745489,-0.630165392,
2000/9/26,53.340199,56.846001,53.0896,56.846001,33.435593,1.99E+11,-0.560693047,
2000/9/27,56.345299,58.0984,55.594002,55.594002,32.699192,1.37E+11,-0.58550315,
2000/9/28,55.594002,56.345299,53.340199,53.340199,31.373554,1.08E+11,-0.630165392,
2000/9/29,53.340199,53.590302,52.087799,52.087799,30.636919,76034052361,-0.654983441,
2000/10/2,50.084599,51.086399,49.333302,49.333302,29.016775,1.38E+11,-0.709567632,
2000/10/3,48.582001,52.588902,48.331501,51.587101,30.342421,1.95E+11,-0.664905469,
2000/10/4,49.834,49.834,49.834,49.834,29.311287,84448137930,-0.699645604,
2000/10/5,49.082699,52.8391,49.082699,51.587101,30.342421,1.65E+11,-0.664905469,
2000/10/6,51.587101,55.0928,51.587101,55.0928,32.404396,1.80E+11,-0.595435165,
2000/10/9,54.592201,55.343399,53.8409,53.8409,31.668056,1.02E+11,-0.620243305,
2000/10/10,53.8409,53.8409,53.8409,53.8409,31.668056,0,-0.620243305,
2000/10/11,52.087799,52.087799,52.087799,52.087799,30.636919,29010661735,-0.654983441,
2000/10/12,48.8326,50.5853,48.582001,48.582001,28.574884,1.84E+11,-0.724455707,
2000/10/13,45.326401,49.082699,45.326401,48.331501,28.427546,1.91E+11,-0.729419713,
2000/10/16,48.331501,48.331501,48.331501,48.331501,28.427546,0,-0.729419713,
2000/10/17,45.076302,47.5802,45.076302,47.079498,27.691143,1.53E+11,-0.754229895,
2000/10/18,46.5788,47.079498,43.823898,43.823898,25.776272,1.98E+11,-0.818744139,
2000/10/19,41.570099,43.3232,40.818802,40.818802,24.008739,1.99E+11,-0.878294298,
2000/10/20,43.573799,43.573799,43.573799,43.573799,25.629166,53403298915,-0.823700199,
2000/10/23,49.834,49.834,48.582001,49.834,29.311287,3.93E+11,-0.699645604,
2000/10/24,49.834,53.0896,49.082699,53.0896,31.226164,2.81E+11,-0.63513136,
2000/10/25,52.338402,54.592201,52.338402,53.8409,31.668056,2.12E+11,-0.620243305,
2000/10/26,52.087799,53.8409,52.087799,52.8391,31.078817,1.62E+11,-0.640095366,
2000/10/27,52.8391,52.8391,52.8391,52.8391,31.078817,0,-0.640095366,
2000/10/30,49.333302,49.333302,49.333302,49.333302,29.016775,43094340904,-0.709567632,
2000/10/31,47.830799,49.5839,47.830799,49.082699,28.869389,2.37E+11,-0.714533679,
2000/11/1,50.5853,50.5853,48.331501,48.582001,28.574884,1.78E+11,-0.724455707,
2000/11/2,48.8326,51.8377,48.582001,51.8377,30.489819,1.91E+11,-0.659939501,
2000/11/3,54.091499,55.0928,53.0896,54.842701,32.25729,2.46E+11,-0.600391224,
2000/11/6,52.8391,55.343399,52.338402,54.592201,32.109959,2.43E+11,-0.60535523,
2000/11/7,57.0965,58.348499,56.0947,58.348499,34.319328,2.52E+11,-0.530918959,
2000/11/8,59.600899,61.3535,58.348499,58.599098,34.466724,2.36E+11,-0.525952991,
2000/11/9,57.597198,57.597198,55.844101,57.597198,33.877426,1.67E+11,-0.545807033,
2000/11/10,56.0947,57.597198,55.594002,57.0965,33.582928,1.74E+11,-0.555729061,
2000/11/13,53.340199,54.341599,53.340199,53.340199,31.373554,1.47E+11,-0.630165392,
2000/11/14,53.0896,54.592201,52.8391,53.340199,31.373554,1.05E+11,-0.630165392,
2000/11/15,55.0928,55.343399,51.587101,53.590302,31.520662,1.38E+11,-0.625209253,
2000/11/16,50.084599,52.8391,50.084599,50.084599,29.458683,1.45E+11,-0.694679637,
2000/11/17,46.5788,50.084599,46.5788,49.333302,29.016775,1.50E+11,-0.709567632,
2000/11/20,44.074501,46.077702,44.074501,44.074501,25.923672,1.21E+11,-0.813778092,
2000/11/21,43.573799,47.079498,43.573799,47.079498,27.691143,1.41E+11,-0.754229895,
2000/11/22,47.330101,48.582001,45.577,45.577,26.807407,1.77E+11,-0.784003983,
2000/11/23,44.325001,45.076302,44.074501,44.5751,26.218115,93637441009,-0.803858026,
2000/11/24,45.577,47.5802,45.326401,47.5802,27.985645,1.60E+11,-0.744307788,
2000/11/27,49.082699,49.082699,47.330101,47.330101,27.838543,1.08E+11,-0.749263847,
2000/11/28,46.828899,47.079498,46.3283,46.3283,27.249304,63622997837,-0.769115928,
2000/11/29,45.326401,45.827599,45.076302,45.326401,26.660013,73151672101,-0.788969951,
2000/11/30,45.326401,46.077702,44.325001,44.825699,26.365509,1.22E+11,-0.798892058,
2000/12/1,43.573799,45.827599,43.573799,45.827599,26.954805,1.04E+11,-0.779038015,
2000/12/4,44.825699,44.825699,44.074501,44.074501,25.923672,46402601670,-0.813778092,
2000/12/5,43.573799,44.825699,43.573799,44.325001,26.071007,89459179114,-0.808814086,
2000/12/6,47.079498,47.079498,44.325001,44.5751,26.218115,1.17E+11,-0.803858026,
2000/12/7,44.5751,45.577,44.325001,45.577,26.807407,95605332251,-0.784003983,
2000/12/8,45.577,45.827599,44.825699,45.076302,26.512903,78859562450,-0.793926011,
2000/12/11,45.577,45.827599,44.825699,45.076302,26.512903,73807366426,-0.793926011,
2000/12/12,45.577,46.5788,45.577,46.3283,27.249304,1.43E+11,-0.769115928,
2000/12/13,46.3283,46.5788,45.827599,46.077702,27.101904,38686723484,-0.774081876,
2000/12/14,45.577,45.827599,44.825699,45.326401,26.660013,48019685198,-0.788969951,
2000/12/15,44.325001,44.5751,44.074501,44.074501,25.923672,48902931036,-0.813778092,
2000/12/18,43.573799,43.823898,42.3214,42.3214,24.892536,56883982540,-0.848518227,
2000/12/19,41.570099,42.071301,41.069401,42.071301,24.74543,94536722985,-0.853474287,
2000/12/20,41.069401,41.570099,40.818802,40.818802,24.008739,93251557107,-0.878294298,
2000/12/21,39.566898,39.817501,39.566898,39.566898,23.272394,72586736736,-0.903102518,
2000/12/22,39.316299,40.568699,38.314899,39.0662,22.977898,1.10E+11,-0.913024545,
2000/12/26,39.817501,40.0676,37.813801,38.0644,22.388659,51800026714,-0.932876606,
2000/12/27,38.0644,38.0644,37.313099,37.563702,22.094156,70824469701,-0.942798634,
2000/12/28,38.564999,40.0676,37.813801,40.0676,23.5669,1.24E+11,-0.893180411,
2000/12/29,40.818802,40.818802,39.566898,39.817501,23.419794,1.26E+11,-0.89813647,
2001/1/2,39.0662,41.820702,38.815601,41.820702,24.598034,1.10E+11,-0.858440255,
2001/1/3,40.3181,41.32,39.817501,40.3181,23.714237,1.11E+11,-0.888216405,
2001/1/4,42.822498,43.072601,41.820702,42.571899,25.039873,2.34E+11,-0.843554241,
2001/1/5,42.571899,45.326401,42.571899,45.326401,26.660013,2.01E+11,-0.788969951,
2001/1/8,44.825699,46.828899,44.074501,44.825699,26.365509,1.93E+11,-0.798892058,
2001/1/9,45.326401,46.5788,45.326401,46.5788,27.396643,1.56E+11,-0.764151922,
2001/1/10,47.079498,47.5802,46.3283,47.079498,27.691143,1.16E+11,-0.754229895,
2001/1/11,47.5802,47.830799,46.077702,46.3283,27.249304,1.27E+11,-0.769115928,
2001/1/12,46.5788,47.079498,46.3283,47.079498,27.691143,94983526714,-0.754229895,
2001/1/15,47.079498,47.330101,46.3283,47.330101,27.838543,89597292387,-0.749263847,
2001/1/16,47.079498,50.5853,47.079498,50.5853,29.753185,2.62E+11,-0.68475755,
2001/1/17,50.5853,51.587101,49.834,50.5853,29.753185,2.24E+11,-0.68475755,
2001/1/18,51.587101,51.8377,50.5853,51.086399,30.04792,2.33E+11,-0.674827576,
2001/1/29,50.084599,50.8358,48.582001,48.582001,28.574884,1.62E+11,-0.724455707,
2001/1/30,48.582001,49.5839,48.081402,49.5839,29.164177,1.04E+11,-0.704601684,
2001/1/31,50.335201,52.8391,49.834,52.8391,31.078817,2.25E+11,-0.640095366,
2001/2/1,52.087799,52.8391,50.5853,50.8358,29.900515,1.15E+11,-0.679793543,
2001/2/2,51.086399,52.338402,50.335201,50.335201,29.606079,1.60E+11,-0.689713609,
2001/2/5,49.5839,50.084599,49.082699,49.333302,29.016775,1.32E+11,-0.709567632,
2001/2/6,49.082699,50.335201,48.8326,49.082699,28.869389,1.19E+11,-0.714533679,
2001/2/7,45.827599,47.079498,45.827599,45.827599,26.954805,2.37E+11,-0.779038015,
2001/2/8,45.076302,45.827599,44.325001,45.326401,26.660013,94213742076,-0.788969951,
2001/2/9,45.827599,46.5788,44.825699,45.827599,26.954805,1.29E+11,-0.779038015,
2001/2/12,45.577,46.3283,45.076302,46.077702,27.101904,65390568588,-0.774081876,
2001/2/13,46.828899,49.082699,46.5788,49.082699,28.869389,99125733337,-0.714533679,
2001/2/14,49.082699,49.5839,46.5788,47.079498,27.691143,79813348131,-0.754229895,
2001/2/15,48.331501,50.335201,48.081402,50.335201,29.606079,1.74E+11,-0.689713609,
2001/2/16,50.335201,50.5853,48.8326,49.082699,28.869389,1.42E+11,-0.714533679,
2001/2/19,47.079498,48.582001,47.079498,48.081402,28.280443,42987924940,-0.734375773,
2001/2/20,48.331501,49.082699,48.081402,48.081402,28.280443,42253079002,-0.734375773,
2001/2/21,47.079498,49.082699,47.079498,48.8326,28.722277,62630682094,-0.719489739,
2001/2/22,48.331501,48.331501,46.5788,46.828899,27.543747,87930942208,-0.759195862,
2001/2/23,45.577,46.5788,45.076302,45.577,26.807407,95466069075,-0.784003983,
2001/2/26,45.076302,45.577,44.5751,44.5751,26.218115,88333258048,-0.803858026,
2001/2/27,45.076302,45.577,45.076302,45.076302,26.512903,76196921865,-0.793926011,
2001/3/1,43.573799,43.573799,42.071301,42.071301,24.74543,1.80E+11,-0.853474287,
2001/3/2,42.3214,42.571899,41.570099,41.820702,24.598034,98608460591,-0.858440255,
2001/3/5,41.820702,42.571899,41.820702,42.3214,24.892536,85290999696,-0.848518227,
2001/3/6,44.074501,45.076302,43.3232,44.325001,26.071007,1.19E+11,-0.808814086,
2001/3/7,45.827599,46.5788,45.827599,46.077702,27.101904,1.43E+11,-0.774081876,
2001/3/8,46.077702,46.077702,45.076302,45.326401,26.660013,54103035334,-0.788969951,
2001/3/9,43.823898,44.074501,43.823898,44.074501,25.923672,55776534906,-0.813778092,
2001/3/12,42.571899,43.072601,42.571899,42.822498,25.187269,60270765805,-0.838588273,
2001/3/13,42.071301,43.573799,42.071301,43.573799,25.629166,1.03E+11,-0.823700199,
2001/3/15,43.3232,44.325001,42.822498,44.074501,25.923672,69605298220,-0.813778092,
2001/3/16,43.823898,44.5751,43.823898,44.325001,26.071007,67691244073,-0.808814086,
